"","X1","UID","iso2","iso3","code3","FIPS","Admin2","Lat","Combined_Key","Date","Case","Long","Country/Region","Province/State"
"1539",197670,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-02,0,-78.73063652,"US","New York"
"1540",197671,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-03,0,-78.73063652,"US","New York"
"1541",197672,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-04,0,-78.73063652,"US","New York"
"1542",197673,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-05,0,-78.73063652,"US","New York"
"1543",197674,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-06,0,-78.73063652,"US","New York"
"1544",197675,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-07,0,-78.73063652,"US","New York"
"1545",197676,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-08,0,-78.73063652,"US","New York"
"1546",197677,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-09,0,-78.73063652,"US","New York"
"1547",197678,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-10,0,-78.73063652,"US","New York"
"1548",197679,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-11,0,-78.73063652,"US","New York"
"1549",197680,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-12,0,-78.73063652,"US","New York"
"1550",197681,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-13,0,-78.73063652,"US","New York"
"1551",197682,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-14,3,-78.73063652,"US","New York"
"1552",197683,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-15,3,-78.73063652,"US","New York"
"1553",197684,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-16,7,-78.73063652,"US","New York"
"1554",197685,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-17,11,-78.73063652,"US","New York"
"1555",197686,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-18,20,-78.73063652,"US","New York"
"1556",197687,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-19,28,-78.73063652,"US","New York"
"1557",197688,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-20,47,-78.73063652,"US","New York"
"1558",197689,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-21,50,-78.73063652,"US","New York"
"1559",197690,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-22,56,-78.73063652,"US","New York"
"1560",197691,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-23,87,-78.73063652,"US","New York"
"1561",197692,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-24,114,-78.73063652,"US","New York"
"1562",197693,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-25,122,-78.73063652,"US","New York"
"1563",197694,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-26,206,-78.73063652,"US","New York"
"1564",197695,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-27,245,-78.73063652,"US","New York"
"1565",197696,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-28,318,-78.73063652,"US","New York"
"1566",197697,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-29,414,-78.73063652,"US","New York"
"1567",197698,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-30,443,-78.73063652,"US","New York"
"1568",197699,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-03-31,499,-78.73063652,"US","New York"
"1569",197700,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-01,582,-78.73063652,"US","New York"
"1570",197701,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-02,617,-78.73063652,"US","New York"
"1571",197702,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-03,734,-78.73063652,"US","New York"
"1572",197703,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-04,808,-78.73063652,"US","New York"
"1573",197704,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-05,1059,-78.73063652,"US","New York"
"1574",197705,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-06,1148,-78.73063652,"US","New York"
"1575",197706,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-07,1234,-78.73063652,"US","New York"
"1576",197707,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-08,1335,-78.73063652,"US","New York"
"1577",197708,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-09,1432,-78.73063652,"US","New York"
"1578",197709,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-10,1498,-78.73063652,"US","New York"
"1579",197710,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-11,1506,-78.73063652,"US","New York"
"1580",197711,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-12,1571,-78.73063652,"US","New York"
"1581",197712,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-13,1661,-78.73063652,"US","New York"
"1582",197713,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-14,1730,-78.73063652,"US","New York"
"1583",197714,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-15,1812,-78.73063652,"US","New York"
"1584",197715,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-16,1951,-78.73063652,"US","New York"
"1585",197716,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-17,2023,-78.73063652,"US","New York"
"1586",197717,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-18,2023,-78.73063652,"US","New York"
"1587",197718,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-19,2192,-78.73063652,"US","New York"
"1588",197719,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-20,2192,-78.73063652,"US","New York"
"1589",197720,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-21,2284,-78.73063652,"US","New York"
"1590",197721,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-22,2284,-78.73063652,"US","New York"
"1591",197722,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-23,2450,-78.73063652,"US","New York"
"1592",197723,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-24,2603,-78.73063652,"US","New York"
"1593",197724,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-25,2773,-78.73063652,"US","New York"
"1594",197725,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-26,2954,-78.73063652,"US","New York"
"1595",197726,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-27,3021,-78.73063652,"US","New York"
"1596",197727,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-28,3089,-78.73063652,"US","New York"
"1597",197728,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-29,3196,-78.73063652,"US","New York"
"1598",197729,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-04-30,3319,-78.73063652,"US","New York"
"1599",197730,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-05-01,3481,-78.73063652,"US","New York"
"1600",197731,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-05-02,3598,-78.73063652,"US","New York"
"1601",197732,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-05-03,3710,-78.73063652,"US","New York"
"1602",197733,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-05-04,3802,-78.73063652,"US","New York"
"1603",197734,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-05-05,3891,-78.73063652,"US","New York"
"1604",197735,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-05-06,4008,-78.73063652,"US","New York"
"1605",197736,84036029,"US","USA",840,36029,"Erie",42.76249024,"Erie, New York, US",2020-05-07,4136,-78.73063652,"US","New York"
"1606",197737,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-22,0,-73.77297842,"US","New York"
"1607",197738,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-23,0,-73.77297842,"US","New York"
"1608",197739,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-24,0,-73.77297842,"US","New York"
"1609",197740,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-25,0,-73.77297842,"US","New York"
"1610",197741,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-26,0,-73.77297842,"US","New York"
"1611",197742,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-27,0,-73.77297842,"US","New York"
"1612",197743,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-28,0,-73.77297842,"US","New York"
"1613",197744,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-29,0,-73.77297842,"US","New York"
"1614",197745,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-30,0,-73.77297842,"US","New York"
"1615",197746,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-01-31,0,-73.77297842,"US","New York"
"1616",197747,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-01,0,-73.77297842,"US","New York"
"1617",197748,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-02,0,-73.77297842,"US","New York"
"1618",197749,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-03,0,-73.77297842,"US","New York"
"1619",197750,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-04,0,-73.77297842,"US","New York"
"1620",197751,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-05,0,-73.77297842,"US","New York"
"1621",197752,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-06,0,-73.77297842,"US","New York"
"1622",197753,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-07,0,-73.77297842,"US","New York"
"1623",197754,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-08,0,-73.77297842,"US","New York"
"1624",197755,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-09,0,-73.77297842,"US","New York"
"1625",197756,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-10,0,-73.77297842,"US","New York"
"1626",197757,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-11,0,-73.77297842,"US","New York"
"1627",197758,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-12,0,-73.77297842,"US","New York"
"1628",197759,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-13,0,-73.77297842,"US","New York"
"1629",197760,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-14,0,-73.77297842,"US","New York"
"1630",197761,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-15,0,-73.77297842,"US","New York"
"1631",197762,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-16,0,-73.77297842,"US","New York"
"1632",197763,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-17,0,-73.77297842,"US","New York"
"1633",197764,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-18,0,-73.77297842,"US","New York"
"1634",197765,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-19,0,-73.77297842,"US","New York"
"1635",197766,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-20,0,-73.77297842,"US","New York"
"1636",197767,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-21,0,-73.77297842,"US","New York"
"1637",197768,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-22,0,-73.77297842,"US","New York"
"1638",197769,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-23,0,-73.77297842,"US","New York"
"1639",197770,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-24,0,-73.77297842,"US","New York"
"1640",197771,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-25,0,-73.77297842,"US","New York"
"1641",197772,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-26,0,-73.77297842,"US","New York"
"1642",197773,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-27,0,-73.77297842,"US","New York"
"1643",197774,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-28,0,-73.77297842,"US","New York"
"1644",197775,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-02-29,0,-73.77297842,"US","New York"
"1645",197776,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-01,0,-73.77297842,"US","New York"
"1646",197777,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-02,0,-73.77297842,"US","New York"
"1647",197778,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-03,0,-73.77297842,"US","New York"
"1648",197779,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-04,0,-73.77297842,"US","New York"
"1649",197780,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-05,0,-73.77297842,"US","New York"
"1650",197781,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-06,0,-73.77297842,"US","New York"
"1651",197782,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-07,0,-73.77297842,"US","New York"
"1652",197783,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-08,0,-73.77297842,"US","New York"
"1653",197784,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-09,0,-73.77297842,"US","New York"
"1654",197785,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-10,0,-73.77297842,"US","New York"
"1655",197786,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-11,0,-73.77297842,"US","New York"
"1656",197787,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-12,0,-73.77297842,"US","New York"
"1657",197788,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-13,0,-73.77297842,"US","New York"
"1658",197789,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-14,0,-73.77297842,"US","New York"
"1659",197790,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-15,0,-73.77297842,"US","New York"
"1660",197791,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-16,0,-73.77297842,"US","New York"
"1661",197792,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-17,1,-73.77297842,"US","New York"
"1662",197793,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-18,1,-73.77297842,"US","New York"
"1663",197794,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-19,1,-73.77297842,"US","New York"
"1664",197795,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-20,1,-73.77297842,"US","New York"
"1665",197796,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-21,2,-73.77297842,"US","New York"
"1666",197797,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-22,3,-73.77297842,"US","New York"
"1667",197798,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-23,3,-73.77297842,"US","New York"
"1668",197799,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-24,3,-73.77297842,"US","New York"
"1669",197800,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-25,4,-73.77297842,"US","New York"
"1670",197801,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-26,5,-73.77297842,"US","New York"
"1671",197802,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-27,5,-73.77297842,"US","New York"
"1672",197803,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-28,5,-73.77297842,"US","New York"
"1673",197804,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-29,5,-73.77297842,"US","New York"
"1674",197805,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-30,5,-73.77297842,"US","New York"
"1675",197806,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-03-31,5,-73.77297842,"US","New York"
"1676",197807,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-01,6,-73.77297842,"US","New York"
"1677",197808,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-02,7,-73.77297842,"US","New York"
"1678",197809,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-03,7,-73.77297842,"US","New York"
"1679",197810,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-04,7,-73.77297842,"US","New York"
"1680",197811,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-05,9,-73.77297842,"US","New York"
"1681",197812,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-06,9,-73.77297842,"US","New York"
"1682",197813,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-07,9,-73.77297842,"US","New York"
"1683",197814,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-08,9,-73.77297842,"US","New York"
"1684",197815,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-09,8,-73.77297842,"US","New York"
"1685",197816,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-10,10,-73.77297842,"US","New York"
"1686",197817,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-11,12,-73.77297842,"US","New York"
"1687",197818,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-12,12,-73.77297842,"US","New York"
"1688",197819,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-13,12,-73.77297842,"US","New York"
"1689",197820,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-14,12,-73.77297842,"US","New York"
"1690",197821,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-15,12,-73.77297842,"US","New York"
"1691",197822,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-16,12,-73.77297842,"US","New York"
"1692",197823,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-17,15,-73.77297842,"US","New York"
"1693",197824,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-18,16,-73.77297842,"US","New York"
"1694",197825,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-19,18,-73.77297842,"US","New York"
"1695",197826,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-20,20,-73.77297842,"US","New York"
"1696",197827,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-21,21,-73.77297842,"US","New York"
"1697",197828,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-22,22,-73.77297842,"US","New York"
"1698",197829,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-23,22,-73.77297842,"US","New York"
"1699",197830,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-24,22,-73.77297842,"US","New York"
"1700",197831,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-25,24,-73.77297842,"US","New York"
"1701",197832,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-26,24,-73.77297842,"US","New York"
"1702",197833,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-27,24,-73.77297842,"US","New York"
"1703",197834,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-28,26,-73.77297842,"US","New York"
"1704",197835,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-29,27,-73.77297842,"US","New York"
"1705",197836,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-04-30,28,-73.77297842,"US","New York"
"1706",197837,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-05-01,28,-73.77297842,"US","New York"
"1707",197838,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-05-02,28,-73.77297842,"US","New York"
"1708",197839,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-05-03,29,-73.77297842,"US","New York"
"1709",197840,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-05-04,29,-73.77297842,"US","New York"
"1710",197841,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-05-05,30,-73.77297842,"US","New York"
"1711",197842,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-05-06,30,-73.77297842,"US","New York"
"1712",197843,84036031,"US","USA",840,36031,"Essex",44.11630765,"Essex, New York, US",2020-05-07,30,-73.77297842,"US","New York"
"1713",197844,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-22,0,-74.29926032,"US","New York"
"1714",197845,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-23,0,-74.29926032,"US","New York"
"1715",197846,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-24,0,-74.29926032,"US","New York"
"1716",197847,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-25,0,-74.29926032,"US","New York"
"1717",197848,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-26,0,-74.29926032,"US","New York"
"1718",197849,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-27,0,-74.29926032,"US","New York"
"1719",197850,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-28,0,-74.29926032,"US","New York"
"1720",197851,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-29,0,-74.29926032,"US","New York"
"1721",197852,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-30,0,-74.29926032,"US","New York"
"1722",197853,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-01-31,0,-74.29926032,"US","New York"
"1723",197854,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-01,0,-74.29926032,"US","New York"
"1724",197855,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-02,0,-74.29926032,"US","New York"
"1725",197856,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-03,0,-74.29926032,"US","New York"
"1726",197857,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-04,0,-74.29926032,"US","New York"
"1727",197858,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-05,0,-74.29926032,"US","New York"
"1728",197859,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-06,0,-74.29926032,"US","New York"
"1729",197860,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-07,0,-74.29926032,"US","New York"
"1730",197861,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-08,0,-74.29926032,"US","New York"
"1731",197862,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-09,0,-74.29926032,"US","New York"
"1732",197863,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-10,0,-74.29926032,"US","New York"
"1733",197864,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-11,0,-74.29926032,"US","New York"
"1734",197865,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-12,0,-74.29926032,"US","New York"
"1735",197866,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-13,0,-74.29926032,"US","New York"
"1736",197867,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-14,0,-74.29926032,"US","New York"
"1737",197868,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-15,0,-74.29926032,"US","New York"
"1738",197869,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-16,0,-74.29926032,"US","New York"
"1739",197870,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-17,0,-74.29926032,"US","New York"
"1740",197871,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-18,0,-74.29926032,"US","New York"
"1741",197872,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-19,0,-74.29926032,"US","New York"
"1742",197873,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-20,0,-74.29926032,"US","New York"
"1743",197874,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-21,0,-74.29926032,"US","New York"
"1744",197875,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-22,0,-74.29926032,"US","New York"
"1745",197876,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-23,0,-74.29926032,"US","New York"
"1746",197877,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-24,0,-74.29926032,"US","New York"
"1747",197878,84036033,"US","USA",840,36033,"Franklin",44.59040891,"Franklin, New York, US",2020-02-25,0,-74.29926032,"US","New York"
