"","Date","Case"
"5979",2020-02-02,0
"5980",2020-02-03,0
"5981",2020-02-04,0
"5982",2020-02-05,0
"5983",2020-02-06,0
"5984",2020-02-07,0
"5985",2020-02-08,0
"5986",2020-02-09,0
"5987",2020-02-10,0
"5988",2020-02-11,0
"5989",2020-02-12,0
"5990",2020-02-13,0
"5991",2020-02-14,0
"5992",2020-02-15,0
"5993",2020-02-16,0
"5994",2020-02-17,0
"5995",2020-02-18,0
"5996",2020-02-19,0
"5997",2020-02-20,0
"5998",2020-02-21,0
"5999",2020-02-22,0
"6000",2020-02-23,0
"6001",2020-02-24,0
"6002",2020-02-25,0
"6003",2020-02-26,0
"6004",2020-02-27,0
"6005",2020-02-28,0
"6006",2020-02-29,0
"6007",2020-03-01,0
"6008",2020-03-02,0
"6009",2020-03-03,0
"6010",2020-03-04,0
"6011",2020-03-05,0
"6012",2020-03-06,0
"6013",2020-03-07,0
"6014",2020-03-08,1
"6015",2020-03-09,1
"6016",2020-03-10,1
"6017",2020-03-11,6
"6018",2020-03-12,20
"6019",2020-03-13,28
"6020",2020-03-14,33
"6021",2020-03-15,41
"6022",2020-03-16,74
"6023",2020-03-17,97
"6024",2020-03-18,116
"6025",2020-03-19,239
"6026",2020-03-20,459
"6027",2020-03-21,662
"6028",2020-03-22,1034
"6029",2020-03-23,1458
"6030",2020-03-24,1880
"6031",2020-03-25,2260
"6032",2020-03-26,2735
"6033",2020-03-27,3385
"6034",2020-03-28,4138
"6035",2020-03-29,5023
"6036",2020-03-30,5791
"6037",2020-03-31,6713
"6038",2020-04-01,7605
"6039",2020-04-02,8746
"6040",2020-04-03,10154
"6041",2020-04-04,11370
"6042",2020-04-05,13129
"6043",2020-04-06,14185
"6044",2020-04-07,15561
"6045",2020-04-08,17008
"6046",2020-04-09,18803
"6047",2020-04-10,20320
"6048",2020-04-11,20321
"6049",2020-04-12,20934
"6050",2020-04-13,21643
"6051",2020-04-14,22691
"6052",2020-04-15,23523
"6053",2020-04-16,24812
"6054",2020-04-17,25035
"6055",2020-04-18,26143
"6056",2020-04-19,26888
"6057",2020-04-20,28127
"6058",2020-04-21,28701
"6059",2020-04-22,28854
"6060",2020-04-23,29567
"6061",2020-04-24,30606
"6062",2020-04-25,31368
"6063",2020-04-26,32059
"6064",2020-04-27,32470
"6065",2020-04-28,32724
"6066",2020-04-29,33265
"6067",2020-04-30,33664
"6068",2020-05-01,34037
"6069",2020-05-02,34478
"6070",2020-05-03,34855
"6071",2020-05-04,35077
"6072",2020-05-05,35275
"6073",2020-05-06,35543
"6074",2020-05-07,35892
"6075",2020-05-08,36223
"6076",2020-05-09,36461
"6077",2020-05-10,36702
"6078",2020-05-11,36911
"6079",2020-05-12,37062
"6080",2020-05-13,37305
"6081",2020-05-14,37544
"6082",2020-05-15,37719
"6083",2020-05-16,37942
"6084",2020-05-17,38117
"6085",2020-01-22,0
"6086",2020-01-23,0
"6087",2020-01-24,0
"6088",2020-01-25,0
"6089",2020-01-26,0
"6090",2020-01-27,0
"6091",2020-01-28,0
"6092",2020-01-29,0
"6093",2020-01-30,0
"6094",2020-01-31,0
"6095",2020-02-01,0
"6096",2020-02-02,0
"6097",2020-02-03,0
"6098",2020-02-04,0
"6099",2020-02-05,0
"6100",2020-02-06,0
"6101",2020-02-07,0
"6102",2020-02-08,0
"6103",2020-02-09,0
"6104",2020-02-10,0
"6105",2020-02-11,0
"6106",2020-02-12,0
"6107",2020-02-13,0
"6108",2020-02-14,0
"6109",2020-02-15,0
"6110",2020-02-16,0
"6111",2020-02-17,0
"6112",2020-02-18,0
"6113",2020-02-19,0
"6114",2020-02-20,0
"6115",2020-02-21,0
"6116",2020-02-22,0
"6117",2020-02-23,0
"6118",2020-02-24,0
"6119",2020-02-25,0
"6120",2020-02-26,0
"6121",2020-02-27,0
"6122",2020-02-28,0
"6123",2020-02-29,0
"6124",2020-03-01,0
"6125",2020-03-02,0
"6126",2020-03-03,0
"6127",2020-03-04,0
"6128",2020-03-05,0
"6129",2020-03-06,0
"6130",2020-03-07,0
"6131",2020-03-08,0
"6132",2020-03-09,0
"6133",2020-03-10,0
"6134",2020-03-11,0
"6135",2020-03-12,0
"6136",2020-03-13,0
"6137",2020-03-14,0
"6138",2020-03-15,0
"6139",2020-03-16,0
"6140",2020-03-17,1
"6141",2020-03-18,1
"6142",2020-03-19,1
"6143",2020-03-20,1
"6144",2020-03-21,12
"6145",2020-03-22,12
"6146",2020-03-23,12
"6147",2020-03-24,23
"6148",2020-03-25,39
"6149",2020-03-26,53
"6150",2020-03-27,64
"6151",2020-03-28,72
"6152",2020-03-29,88
"6153",2020-03-30,101
"6154",2020-03-31,106
"6155",2020-04-01,121
"6156",2020-04-02,143
"6157",2020-04-03,168
"6158",2020-04-04,193
"6159",2020-04-05,193
"6160",2020-04-06,253
"6161",2020-04-07,270
"6162",2020-04-08,296
"6163",2020-04-09,296
"6164",2020-04-10,318
"6165",2020-04-11,340
"6166",2020-04-12,358
"6167",2020-04-13,380
"6168",2020-04-14,415
"6169",2020-04-15,424
"6170",2020-04-16,437
"6171",2020-04-17,505
"6172",2020-04-18,524
"6173",2020-04-19,537
"6174",2020-04-20,560
"6175",2020-04-21,592
"6176",2020-04-22,592
"6177",2020-04-23,580
"6178",2020-04-24,628
"6179",2020-04-25,689
"6180",2020-04-26,724
"6181",2020-04-27,748
"6182",2020-04-28,769
"6183",2020-04-29,811
"6184",2020-04-30,838
"6185",2020-05-01,880
"6186",2020-05-02,931
"6187",2020-05-03,951
"6188",2020-05-04,976
"6189",2020-05-05,984
"6190",2020-05-06,996
"6191",2020-05-07,1021
"6192",2020-05-08,1039
"6193",2020-05-09,1071
"6194",2020-05-10,1093
"6195",2020-05-11,1109
"6196",2020-05-12,1119
"6197",2020-05-13,1135
"6198",2020-05-14,1168
"6199",2020-05-15,1189
"6200",2020-05-16,1217
"6201",2020-05-17,1231
"6202",2020-01-22,0
"6203",2020-01-23,0
"6204",2020-01-24,0
"6205",2020-01-25,0
"6206",2020-01-26,0
"6207",2020-01-27,0
"6208",2020-01-28,0
"6209",2020-01-29,0
"6210",2020-01-30,0
"6211",2020-01-31,0
"6212",2020-02-01,0
"6213",2020-02-02,0
"6214",2020-02-03,0
"6215",2020-02-04,0
"6216",2020-02-05,0
"6217",2020-02-06,0
"6218",2020-02-07,0
"6219",2020-02-08,0
"6220",2020-02-09,0
"6221",2020-02-10,0
"6222",2020-02-11,0
"6223",2020-02-12,0
"6224",2020-02-13,0
"6225",2020-02-14,0
"6226",2020-02-15,0
"6227",2020-02-16,0
"6228",2020-02-17,0
"6229",2020-02-18,0
"6230",2020-02-19,0
"6231",2020-02-20,0
"6232",2020-02-21,0
"6233",2020-02-22,0
"6234",2020-02-23,0
"6235",2020-02-24,0
"6236",2020-02-25,0
"6237",2020-02-26,0
"6238",2020-02-27,0
"6239",2020-02-28,0
"6240",2020-02-29,0
"6241",2020-03-01,0
"6242",2020-03-02,0
"6243",2020-03-03,0
"6244",2020-03-04,0
"6245",2020-03-05,0
"6246",2020-03-06,0
"6247",2020-03-07,0
"6248",2020-03-08,0
"6249",2020-03-09,0
"6250",2020-03-10,0
"6251",2020-03-11,0
"6252",2020-03-12,0
"6253",2020-03-13,0
"6254",2020-03-14,1
"6255",2020-03-15,1
"6256",2020-03-16,1
"6257",2020-03-17,1
"6258",2020-03-18,1
"6259",2020-03-19,1
"6260",2020-03-20,1
"6261",2020-03-21,1
"6262",2020-03-22,1
"6263",2020-03-23,1
"6264",2020-03-24,1
"6265",2020-03-25,1
"6266",2020-03-26,2
"6267",2020-03-27,2
"6268",2020-03-28,6
"6269",2020-03-29,6
"6270",2020-03-30,7
"6271",2020-03-31,8
"6272",2020-04-01,8
"6273",2020-04-02,8
"6274",2020-04-03,8
"6275",2020-04-04,8
"6276",2020-04-05,8
"6277",2020-04-06,8
"6278",2020-04-07,8
"6279",2020-04-08,15
"6280",2020-04-09,17
"6281",2020-04-10,18
"6282",2020-04-11,19
"6283",2020-04-12,23
"6284",2020-04-13,23
"6285",2020-04-14,24
"6286",2020-04-15,25
"6287",2020-04-16,27
"6288",2020-04-17,30
"6289",2020-04-18,32
"6290",2020-04-19,35
"6291",2020-04-20,37
"6292",2020-04-21,37
"6293",2020-04-22,39
"6294",2020-04-23,40
"6295",2020-04-24,40
"6296",2020-04-25,71
"6297",2020-04-26,71
"6298",2020-04-27,71
"6299",2020-04-28,82
"6300",2020-04-29,84
"6301",2020-04-30,88
"6302",2020-05-01,90
"6303",2020-05-02,90
"6304",2020-05-03,90
"6305",2020-05-04,90
"6306",2020-05-05,92
"6307",2020-05-06,96
"6308",2020-05-07,97
"6309",2020-05-08,99
"6310",2020-05-09,104
"6311",2020-05-10,105
"6312",2020-05-11,107
"6313",2020-05-12,107
"6314",2020-05-13,108
"6315",2020-05-14,108
"6316",2020-05-15,110
"6317",2020-05-16,112
"6318",2020-05-17,113
"6319",2020-01-22,0
"6320",2020-01-23,0
"6321",2020-01-24,0
"6322",2020-01-25,0
"6323",2020-01-26,0
"6324",2020-01-27,0
"6325",2020-01-28,0
"6326",2020-01-29,0
"6327",2020-01-30,0
"6328",2020-01-31,0
"6329",2020-02-01,0
"6330",2020-02-02,0
"6331",2020-02-03,0
"6332",2020-02-04,0
"6333",2020-02-05,0
"6334",2020-02-06,0
"6335",2020-02-07,0
"6336",2020-02-08,0
"6337",2020-02-09,0
"6338",2020-02-10,0
"6339",2020-02-11,0
"6340",2020-02-12,0
"6341",2020-02-13,0
"6342",2020-02-14,0
"6343",2020-02-15,0
"6344",2020-02-16,0
"6345",2020-02-17,0
"6346",2020-02-18,0
"6347",2020-02-19,0
"6348",2020-02-20,0
"6349",2020-02-21,0
"6350",2020-02-22,0
"6351",2020-02-23,0
"6352",2020-02-24,0
"6353",2020-02-25,0
"6354",2020-02-26,0
"6355",2020-02-27,0
"6356",2020-02-28,0
"6357",2020-02-29,0
"6358",2020-03-01,0
"6359",2020-03-02,0
"6360",2020-03-03,0
"6361",2020-03-04,0
"6362",2020-03-05,0
"6363",2020-03-06,0
"6364",2020-03-07,0
"6365",2020-03-08,0
"6366",2020-03-09,0
"6367",2020-03-10,0
"6368",2020-03-11,0
"6369",2020-03-12,0
"6370",2020-03-13,0
"6371",2020-03-14,1
"6372",2020-03-15,1
"6373",2020-03-16,2
"6374",2020-03-17,2
"6375",2020-03-18,6
"6376",2020-03-19,6
"6377",2020-03-20,11
"6378",2020-03-21,11
"6379",2020-03-22,15
"6380",2020-03-23,15
"6381",2020-03-24,16
"6382",2020-03-25,18
"6383",2020-03-26,23
"6384",2020-03-27,32
"6385",2020-03-28,48
"6386",2020-03-29,56
"6387",2020-03-30,70
"6388",2020-03-31,73
"6389",2020-04-01,76
"6390",2020-04-02,80
"6391",2020-04-03,87
"6392",2020-04-04,93
"6393",2020-04-05,95
"6394",2020-04-06,102
"6395",2020-04-07,103
"6396",2020-04-08,105
"6397",2020-04-09,107
"6398",2020-04-10,107
"6399",2020-04-11,108
"6400",2020-04-12,113
"6401",2020-04-13,113
"6402",2020-04-14,113
"6403",2020-04-15,118
"6404",2020-04-16,118
"6405",2020-04-17,119
"6406",2020-04-18,119
"6407",2020-04-19,119
"6408",2020-04-20,119
"6409",2020-04-21,123
"6410",2020-04-22,123
"6411",2020-04-23,119
"6412",2020-04-24,121
"6413",2020-04-25,126
"6414",2020-04-26,126
"6415",2020-04-27,126
"6416",2020-04-28,126
"6417",2020-04-29,127
"6418",2020-04-30,128
"6419",2020-05-01,128
"6420",2020-05-02,128
"6421",2020-05-03,129
"6422",2020-05-04,129
"6423",2020-05-05,129
"6424",2020-05-06,129
"6425",2020-05-07,130
"6426",2020-05-08,131
"6427",2020-05-09,132
"6428",2020-05-10,132
"6429",2020-05-11,132
"6430",2020-05-12,132
"6431",2020-05-13,136
"6432",2020-05-14,136
"6433",2020-05-15,136
"6434",2020-05-16,138
"6435",2020-05-17,139
"6436",2020-01-22,0
"6437",2020-01-23,0
"6438",2020-01-24,0
"6439",2020-01-25,0
"6440",2020-01-26,0
"6441",2020-01-27,0
"6442",2020-01-28,0
"6443",2020-01-29,0
"6444",2020-01-30,0
"6445",2020-01-31,0
"6446",2020-02-01,0
"6447",2020-02-02,0
"6448",2020-02-03,0
"6449",2020-02-04,0
"6450",2020-02-05,0
"6451",2020-02-06,0
"6452",2020-02-07,0
"6453",2020-02-08,0
"6454",2020-02-09,0
"6455",2020-02-10,0
"6456",2020-02-11,0
"6457",2020-02-12,0
"6458",2020-02-13,0
"6459",2020-02-14,0
"6460",2020-02-15,0
"6461",2020-02-16,0
"6462",2020-02-17,0
"6463",2020-02-18,0
"6464",2020-02-19,0
"6465",2020-02-20,0
"6466",2020-02-21,0
"6467",2020-02-22,0
"6468",2020-02-23,0
"6469",2020-02-24,0
"6470",2020-02-25,0
"6471",2020-02-26,0
"6472",2020-02-27,0
"6473",2020-02-28,0
"6474",2020-02-29,0
"6475",2020-03-01,0
"6476",2020-03-02,0
"6477",2020-03-03,0
"6478",2020-03-04,0
"6479",2020-03-05,0
"6480",2020-03-06,0
"6481",2020-03-07,0
"6482",2020-03-08,1
"6483",2020-03-09,1
"6484",2020-03-10,1
"6485",2020-03-11,2
"6486",2020-03-12,4
"6487",2020-03-13,5
"6488",2020-03-14,5
"6489",2020-03-15,5
"6490",2020-03-16,7
"6491",2020-03-17,8
"6492",2020-03-18,9
"6493",2020-03-19,9
"6494",2020-03-20,9
"6495",2020-03-21,18
"6496",2020-03-22,18
"6497",2020-03-23,18
"6498",2020-03-24,35
"6499",2020-03-25,65
"6500",2020-03-26,78
"6501",2020-03-27,98
"6502",2020-03-28,133
"6503",2020-03-29,146
"6504",2020-03-30,190
"6505",2020-03-31,207
"6506",2020-04-01,222
"6507",2020-04-02,240
"6508",2020-04-03,263
"6509",2020-04-04,290
"6510",2020-04-05,358
"6511",2020-04-06,382
"6512",2020-04-07,398
"6513",2020-04-08,462
"6514",2020-04-09,462
"6515",2020-04-10,530
"6516",2020-04-11,589
"6517",2020-04-12,655
"6518",2020-04-13,716
"6519",2020-04-14,716
"6520",2020-04-15,745
"6521",2020-04-16,845
"6522",2020-04-17,880
"6523",2020-04-18,880
"6524",2020-04-19,960
"6525",2020-04-20,997
"6526",2020-04-21,1018
"6527",2020-04-22,1018
"6528",2020-04-23,942
"6529",2020-04-24,976
"6530",2020-04-25,1166
"6531",2020-04-26,1190
"6532",2020-04-27,1219
"6533",2020-04-28,1230
"6534",2020-04-29,1252
"6535",2020-04-30,1279
"6536",2020-05-01,1298
"6537",2020-05-02,1327
"6538",2020-05-03,1341
"6539",2020-05-04,1354
"6540",2020-05-05,1357
"6541",2020-05-06,1383
"6542",2020-05-07,1416
"6543",2020-05-08,1429
"6544",2020-05-09,1440
"6545",2020-05-10,1450
"6546",2020-05-11,1454
"6547",2020-05-12,1465
"6548",2020-05-13,1481
"6549",2020-05-14,1495
"6550",2020-05-15,1511
"6551",2020-05-16,1537
"6552",2020-05-17,1552
"6553",2020-01-22,0
"6554",2020-01-23,0
"6555",2020-01-24,0
"6556",2020-01-25,0
"6557",2020-01-26,0
"6558",2020-01-27,0
"6559",2020-01-28,0
"6560",2020-01-29,0
"6561",2020-01-30,0
"6562",2020-01-31,0
"6563",2020-02-01,0
"6564",2020-02-02,0
"6565",2020-02-03,0
"6566",2020-02-04,0
"6567",2020-02-05,0
"6568",2020-02-06,0
"6569",2020-02-07,0
"6570",2020-02-08,0
"6571",2020-02-09,0
"6572",2020-02-10,0
"6573",2020-02-11,0
"6574",2020-02-12,0
"6575",2020-02-13,0
"6576",2020-02-14,0
"6577",2020-02-15,0
"6578",2020-02-16,0
"6579",2020-02-17,0
"6580",2020-02-18,0
"6581",2020-02-19,0
"6582",2020-02-20,0
"6583",2020-02-21,0
"6584",2020-02-22,0
"6585",2020-02-23,0
"6586",2020-02-24,0
"6587",2020-02-25,0
"6588",2020-02-26,0
"6589",2020-02-27,0
"6590",2020-02-28,0
"6591",2020-02-29,0
"6592",2020-03-01,0
"6593",2020-03-02,0
"6594",2020-03-03,0
"6595",2020-03-04,0
"6596",2020-03-05,0
"6597",2020-03-06,0
"6598",2020-03-07,0
"6599",2020-03-08,0
"6600",2020-03-09,0
"6601",2020-03-10,0
"6602",2020-03-11,0
"6603",2020-03-12,0
"6604",2020-03-13,0
"6605",2020-03-14,0
"6606",2020-03-15,0
"6607",2020-03-16,0
"6608",2020-03-17,0
"6609",2020-03-18,1
"6610",2020-03-19,1
"6611",2020-03-20,1
"6612",2020-03-21,1
"6613",2020-03-22,1
"6614",2020-03-23,1
"6615",2020-03-24,2
"6616",2020-03-25,2
"6617",2020-03-26,2
"6618",2020-03-27,8
"6619",2020-03-28,13
"6620",2020-03-29,18
"6621",2020-03-30,18
"6622",2020-03-31,18
"6623",2020-04-01,18
"6624",2020-04-02,18
"6625",2020-04-03,19
"6626",2020-04-04,20
"6627",2020-04-05,25
"6628",2020-04-06,26
"6629",2020-04-07,31
"6630",2020-04-08,33
"6631",2020-04-09,40
"6632",2020-04-10,43
"6633",2020-04-11,44
"6634",2020-04-12,46
"6635",2020-04-13,48
"6636",2020-04-14,77
"6637",2020-04-15,77
"6638",2020-04-16,81
"6639",2020-04-17,91
"6640",2020-04-18,94
"6641",2020-04-19,96
"6642",2020-04-20,101
"6643",2020-04-21,102
"6644",2020-04-22,108
"6645",2020-04-23,119
"6646",2020-04-24,122
"6647",2020-04-25,132
"6648",2020-04-26,135
"6649",2020-04-27,147
"6650",2020-04-28,150
"6651",2020-04-29,152
"6652",2020-04-30,176
"6653",2020-05-01,182
"6654",2020-05-02,185
"6655",2020-05-03,188
"6656",2020-05-04,192
"6657",2020-05-05,192
"6658",2020-05-06,193
"6659",2020-05-07,193
"6660",2020-05-08,199
"6661",2020-05-09,202
"6662",2020-05-10,207
"6663",2020-05-11,217
"6664",2020-05-12,221
"6665",2020-05-13,223
"6666",2020-05-14,227
"6667",2020-05-15,228
"6668",2020-05-16,228
"6669",2020-05-17,232
"6670",2020-01-22,0
"6671",2020-01-23,0
"6672",2020-01-24,0
"6673",2020-01-25,0
"6674",2020-01-26,0
"6675",2020-01-27,0
"6676",2020-01-28,0
"6677",2020-01-29,0
"6678",2020-01-30,0
"6679",2020-01-31,0
"6680",2020-02-01,0
"6681",2020-02-02,0
"6682",2020-02-03,0
"6683",2020-02-04,0
"6684",2020-02-05,0
"6685",2020-02-06,0
"6686",2020-02-07,0
"6687",2020-02-08,0
"6688",2020-02-09,0
"6689",2020-02-10,0
"6690",2020-02-11,0
"6691",2020-02-12,0
"6692",2020-02-13,0
"6693",2020-02-14,0
"6694",2020-02-15,0
"6695",2020-02-16,0
"6696",2020-02-17,0
"6697",2020-02-18,0
"6698",2020-02-19,0
"6699",2020-02-20,0
"6700",2020-02-21,0
"6701",2020-02-22,0
"6702",2020-02-23,0
"6703",2020-02-24,0
"6704",2020-02-25,0
"6705",2020-02-26,0
"6706",2020-02-27,0
"6707",2020-02-28,0
"6708",2020-02-29,0
"6709",2020-03-01,0
"6710",2020-03-02,0
"6711",2020-03-03,0
"6712",2020-03-04,0
"6713",2020-03-05,0
"6714",2020-03-06,0
"6715",2020-03-07,0
"6716",2020-03-08,0
"6717",2020-03-09,0
"6718",2020-03-10,0
"6719",2020-03-11,0
"6720",2020-03-12,0
"6721",2020-03-13,0
"6722",2020-03-14,0
"6723",2020-03-15,0
"6724",2020-03-16,0
"6725",2020-03-17,0
"6726",2020-03-18,1
"6727",2020-03-19,1
"6728",2020-03-20,1
"6729",2020-03-21,1
"6730",2020-03-22,1
"6731",2020-03-23,1
"6732",2020-03-24,3
"6733",2020-03-25,4
"6734",2020-03-26,4
"6735",2020-03-27,6
"6736",2020-03-28,9
"6737",2020-03-29,9
"6738",2020-03-30,9
"6739",2020-03-31,9
"6740",2020-04-01,11
"6741",2020-04-02,12
"6742",2020-04-03,15
"6743",2020-04-04,16
"6744",2020-04-05,18
"6745",2020-04-06,19
"6746",2020-04-07,19
"6747",2020-04-08,20
"6748",2020-04-09,25
"6749",2020-04-10,26
"6750",2020-04-11,31
"6751",2020-04-12,34
"6752",2020-04-13,37
"6753",2020-04-14,40
"6754",2020-04-15,42
"6755",2020-04-16,46
"6756",2020-04-17,48
"6757",2020-04-18,52
"6758",2020-04-19,63
"6759",2020-04-20,65
"6760",2020-04-21,68
"6761",2020-04-22,73
"6762",2020-04-23,80
"6763",2020-04-24,83
"6764",2020-04-25,113
"6765",2020-04-26,127
"6766",2020-04-27,130
"6767",2020-04-28,131
"6768",2020-04-29,134
"6769",2020-04-30,148
"6770",2020-05-01,170
"6771",2020-05-02,184
"6772",2020-05-03,186
"6773",2020-05-04,188
"6774",2020-05-05,188
"6775",2020-05-06,189
"6776",2020-05-07,190
"6777",2020-05-08,201
"6778",2020-05-09,204
"6779",2020-05-10,206
"6780",2020-05-11,210
"6781",2020-05-12,210
"6782",2020-05-13,214
"6783",2020-05-14,215
"6784",2020-05-15,217
"6785",2020-05-16,218
"6786",2020-05-17,219
"6787",2020-01-22,0
"6788",2020-01-23,0
"6789",2020-01-24,0
"6790",2020-01-25,0
"6791",2020-01-26,0
"6792",2020-01-27,0
"6793",2020-01-28,0
"6794",2020-01-29,0
"6795",2020-01-30,0
"6796",2020-01-31,0
"6797",2020-02-01,0
"6798",2020-02-02,0
"6799",2020-02-03,0
"6800",2020-02-04,0
"6801",2020-02-05,0
"6802",2020-02-06,0
"6803",2020-02-07,0
"6804",2020-02-08,0
"6805",2020-02-09,0
"6806",2020-02-10,0
"6807",2020-02-11,0
"6808",2020-02-12,0
"6809",2020-02-13,0
"6810",2020-02-14,0
"6811",2020-02-15,0
"6812",2020-02-16,0
"6813",2020-02-17,0
"6814",2020-02-18,0
"6815",2020-02-19,0
"6816",2020-02-20,0
"6817",2020-02-21,0
"6818",2020-02-22,0
"6819",2020-02-23,0
"6820",2020-02-24,0
"6821",2020-02-25,0
"6822",2020-02-26,0
"6823",2020-02-27,0
"6824",2020-02-28,0
"6825",2020-02-29,0
"6826",2020-03-01,0
"6827",2020-03-02,0
"6828",2020-03-03,0
"6829",2020-03-04,0
"6830",2020-03-05,0
"6831",2020-03-06,0
"6832",2020-03-07,0
"6833",2020-03-08,0
"6834",2020-03-09,0
"6835",2020-03-10,0
"6836",2020-03-11,0
"6837",2020-03-12,0
"6838",2020-03-13,0
"6839",2020-03-14,0
"6840",2020-03-15,0
"6841",2020-03-16,0
"6842",2020-03-17,0
"6843",2020-03-18,0
"6844",2020-03-19,0
"6845",2020-03-20,1
"6846",2020-03-21,3
"6847",2020-03-22,3
"6848",2020-03-23,3
"6849",2020-03-24,6
"6850",2020-03-25,7
"6851",2020-03-26,8
"6852",2020-03-27,11
"6853",2020-03-28,12
"6854",2020-03-29,12
"6855",2020-03-30,15
"6856",2020-03-31,15
"6857",2020-04-01,24
"6858",2020-04-02,27
"6859",2020-04-03,30
"6860",2020-04-04,30
"6861",2020-04-05,32
"6862",2020-04-06,34
"6863",2020-04-07,35
"6864",2020-04-08,39
"6865",2020-04-09,39
"6866",2020-04-10,41
"6867",2020-04-11,42
"6868",2020-04-12,42
"6869",2020-04-13,42
"6870",2020-04-14,48
"6871",2020-04-15,48
"6872",2020-04-16,49
"6873",2020-04-17,49
"6874",2020-04-18,49
"6875",2020-04-19,50
"6876",2020-04-20,50
"6877",2020-04-21,51
"6878",2020-04-22,52
"6879",2020-04-23,53
"6880",2020-04-24,53
"6881",2020-04-25,65
"6882",2020-04-26,65
"6883",2020-04-27,69
"6884",2020-04-28,70
"6885",2020-04-29,70
"6886",2020-04-30,71
"6887",2020-05-01,71
"6888",2020-05-02,73
"6889",2020-05-03,75
"6890",2020-05-04,76
"6891",2020-05-05,78
"6892",2020-05-06,78
"6893",2020-05-07,78
"6894",2020-05-08,79
"6895",2020-05-09,79
"6896",2020-05-10,80
"6897",2020-05-11,81
"6898",2020-05-12,83
"6899",2020-05-13,84
"6900",2020-05-14,89
"6901",2020-05-15,91
"6902",2020-05-16,92
"6903",2020-05-17,96
"6904",2020-01-22,0
"6905",2020-01-23,0
"6906",2020-01-24,0
"6907",2020-01-25,0
"6908",2020-01-26,0
"6909",2020-01-27,0
"6910",2020-01-28,0
"6911",2020-01-29,0
"6912",2020-01-30,0
"6913",2020-01-31,0
"6914",2020-02-01,0
"6915",2020-02-02,0
"6916",2020-02-03,0
"6917",2020-02-04,0
"6918",2020-02-05,0
"6919",2020-02-06,0
"6920",2020-02-07,0
"6921",2020-02-08,0
"6922",2020-02-09,0
"6923",2020-02-10,0
"6924",2020-02-11,0
"6925",2020-02-12,0
"6926",2020-02-13,0
"6927",2020-02-14,0
"6928",2020-02-15,0
"6929",2020-02-16,0
"6930",2020-02-17,0
"6931",2020-02-18,0
"6932",2020-02-19,0
"6933",2020-02-20,0
"6934",2020-02-21,0
"6935",2020-02-22,0
"6936",2020-02-23,0
"6937",2020-02-24,0
"6938",2020-02-25,0
"6939",2020-02-26,0
"6940",2020-02-27,0
"6941",2020-02-28,0
"6942",2020-02-29,0
"6943",2020-03-01,0
"6944",2020-03-02,0
"6945",2020-03-03,1
"6946",2020-03-04,10
"6947",2020-03-05,18
"6948",2020-03-06,19
"6949",2020-03-07,57
"6950",2020-03-08,83
"6951",2020-03-09,98
"6952",2020-03-10,98
"6953",2020-03-11,121
"6954",2020-03-12,148
"6955",2020-03-13,158
"6956",2020-03-14,172
"6957",2020-03-15,178
"6958",2020-03-16,220
"6959",2020-03-17,380
"6960",2020-03-18,538
"6961",2020-03-19,798
"6962",2020-03-20,1091
"6963",2020-03-21,1387
"6964",2020-03-22,1873
"6965",2020-03-23,2894
"6966",2020-03-24,3891
"6967",2020-03-25,4691
"6968",2020-03-26,5944
"6969",2020-03-27,7187
"6970",2020-03-28,7875
"6971",2020-03-29,8519
"6972",2020-03-30,9326
"6973",2020-03-31,9967
"6974",2020-04-01,10683
"6975",2020-04-02,11567
"6976",2020-04-03,12351
"6977",2020-04-04,13081
"6978",2020-04-05,13723
"6979",2020-04-06,14294
"6980",2020-04-07,14294
"6981",2020-04-08,15887
"6982",2020-04-09,17004
"6983",2020-04-10,18077
"6984",2020-04-11,18729
"6985",2020-04-12,19313
"6986",2020-04-13,19786
"6987",2020-04-14,20191
"6988",2020-04-15,20947
"6989",2020-04-16,21828
"6990",2020-04-17,22476
"6991",2020-04-18,23179
"6992",2020-04-19,23803
"6993",2020-04-20,24306
"6994",2020-04-21,24656
"6995",2020-04-22,25276
"6996",2020-04-23,25959
"6997",2020-04-24,26633
"6998",2020-04-25,27231
"6999",2020-04-26,27664
"7000",2020-04-27,28007
"7001",2020-04-28,28245
"7002",2020-04-29,28626
"7003",2020-04-30,28970
"7004",2020-05-01,29232
"7005",2020-05-02,29626
"7006",2020-05-03,29884
"7007",2020-05-04,30097
"7008",2020-05-05,30240
"7009",2020-05-06,30426
"7010",2020-05-07,30708
"7011",2020-05-08,30905
"7012",2020-05-09,31087
"7013",2020-05-10,31294
"7014",2020-05-11,31384
"7015",2020-05-12,31472
"7016",2020-05-13,31611
"7017",2020-05-14,31792
"7018",2020-05-15,31943
"7019",2020-05-16,32097
"7020",2020-05-17,32224
"7021",2020-01-22,0
"7022",2020-01-23,0
"7023",2020-01-24,0
"7024",2020-01-25,0
"7025",2020-01-26,0
"7026",2020-01-27,0
"7027",2020-01-28,0
"7028",2020-01-29,0
"7029",2020-01-30,0
"7030",2020-01-31,0
"7031",2020-02-01,0
"7032",2020-02-02,0
"7033",2020-02-03,0
"7034",2020-02-04,0
"7035",2020-02-05,0
"7036",2020-02-06,0
"7037",2020-02-07,0
"7038",2020-02-08,0
"7039",2020-02-09,0
"7040",2020-02-10,0
"7041",2020-02-11,0
"7042",2020-02-12,0
